transaction_id,transaction_date,customer_id,account_id,merchant_id,amount,is_fraud
1000170,2025-01-21,1157,3141,421,115.23,False
1000171,2025-01-24,5870,7003,1594,693.82,False
1000172,2025-01-16,4642,10707,1824,107.23,False
1000173,2025-01-18,8924,2677,794,80.0,False
1000174,2025-01-01,4266,11940,64,102.5,False
1000175,2025-01-25,2644,12782,395,534.85,False
1000176,2025-01-12,3015,1652,280,309.14,False
1000177,2025-01-23,9908,1662,554,137.28,False
1000178,2025-01-04,1206,5917,117,31.22,False
1000179,2025-01-30,4176,5918,267,39.24,False
1000180,2025-01-09,6730,1520,1272,230.91,False
1000181,2025-01-09,8511,12984,1135,207.86,False
1000182,2025-01-28,1956,10916,1096,282.45,False
1000183,2025-01-04,5404,4701,1637,81.44,False
1000184,2025-01-26,5054,7201,1960,205.1,False
1000185,2025-01-08,88,1534,1718,195.76,False
1000186,2025-01-04,1654,12573,904,607.98,False
1000187,2025-01-27,6362,13396,1902,66.21,False
1000188,2025-01-29,5879,11045,370,376.01,False
1000189,2025-01-27,2168,6348,1,429.5,False
1000190,2025-01-14,3436,3932,1876,378.27,False
1000191,2025-01-01,6836,2125,1645,101.08,False
1000192,2025-01-28,1374,2862,1098,268.1,False
1000193,2025-01-09,6903,2755,1593,291.49,False
1000194,2025-01-29,6392,13568,626,159.04,False
1000195,2025-01-03,391,2000,1621,281.01,True
1000196,2025-01-19,6451,4361,1165,22.87,False
1000197,2025-01-02,8907,11704,386,722.24,False
1000198,2025-01-29,5085,5103,1224,78.74,False
1000199,2025-01-18,5542,372,1364,59.14,False
1000200,2025-01-05,5049,4668,1803,61.49,False
1000201,2025-01-31,3277,6996,435,152.33,False
1000202,2025-01-16,737,6926,135,675.36,False
1000203,2025-01-28,2523,2788,1365,601.2,False
1000204,2025-01-02,9010,3644,1839,306.99,False
1000205,2025-01-27,1028,7357,1185,146.85,False
1000206,2025-01-31,3111,6566,1167,10.38,False
1000207,2025-01-23,7112,11652,1096,734.93,False
1000208,2025-01-31,5983,1223,1936,115.06,False
1000209,2025-01-27,3543,1470,900,57.71,False
1000210,2025-01-02,8765,5103,1437,112.28,False
1000211,2025-01-01,3412,11063,73,178.03,False
1000212,2025-01-05,8607,1616,1463,750.19,False
1000213,2025-01-02,6747,13061,1498,97.51,False
1000214,2025-01-29,7742,10081,788,1092.55,False
1000215,2025-01-11,2990,10534,1348,266.72,False
1000216,2025-01-13,7023,10782,1394,74.38,False
1000217,2025-01-04,1431,713,443,76.5,False
1000218,2025-01-05,2228,12814,1446,127.14,False
1000219,2025-01-22,9564,4948,748,768.79,False
1000220,2025-01-17,6895,11564,540,245.35,False
1000221,2025-01-10,6734,13838,377,137.7,False
1000222,2025-01-18,8670,13848,1354,506.84,False
1000223,2025-01-30,9007,1502,1751,5.2,False
1000224,2025-01-30,39,14587,1189,499.66,False
1000225,2025-01-20,2360,8516,1555,185.32,False
1000226,2025-01-20,9841,1657,930,24.52,False
1000227,2025-01-30,4036,10272,1636,132.02,False
1000228,2025-01-27,9032,7855,61,717.06,False
1000229,2025-01-12,4854,13239,1542,3.31,False
1000230,2025-01-15,6120,10616,1516,308.94,False
1000231,2025-01-10,8823,12511,1153,157.46,False
1000232,2025-01-19,5549,3256,347,195.69,False
1000233,2025-01-02,6143,859,1200,264.0,False
1000234,2025-01-04,8042,13144,763,372.45,False
1000235,2025-01-25,6904,10868,363,45.25,False
1000236,2025-01-29,1716,10770,1266,68.21,False
1000237,2025-01-03,3794,9402,786,107.51,False
1000238,2025-01-05,8299,11136,1460,1707.33,True
1000239,2025-01-04,7998,8613,1549,259.49,False
1000240,2025-01-08,8606,8152,687,357.0,False
1000241,2025-01-11,9908,10349,1729,23.53,False
1000242,2025-01-14,4382,5536,1385,329.75,False
1000243,2025-01-16,2892,3855,210,13.32,False
1000244,2025-01-24,865,11319,1057,149.95,False
1000245,2025-01-23,2355,6046,1912,415.86,False
1000246,2025-01-02,2299,2412,1654,236.8,False
1000247,2025-01-21,2741,11231,1405,582.12,False
1000248,2025-01-13,2930,12639,1144,0.02,False
1000249,2025-01-29,4081,8334,1952,535.78,False
1000250,2025-01-21,2993,12648,996,134.25,False
1000251,2025-01-17,86,7711,320,59.83,False
1000252,2025-01-09,5738,11088,1035,476.87,False
1000253,2025-01-21,7189,3684,137,560.76,False
1000254,2025-01-14,7740,6494,653,138.82,False
1000255,2025-01-02,7035,14169,853,621.77,False
1000256,2025-01-23,1446,5363,909,407.44,False
1000257,2025-01-15,238,1830,78,638.99,False
1000258,2025-01-23,5779,5983,657,103.81,False
1000259,2025-01-25,3905,11475,1123,145.55,False
1000260,2025-01-23,9210,7801,1494,126.69,False
1000261,2025-01-25,9644,11390,699,240.05,False
1000262,2025-01-22,3827,536,379,1222.5,False
1000263,2025-01-05,7353,3316,1671,62.31,False
1000264,2025-01-22,7683,7022,1310,39.96,False
1000265,2025-01-27,234,5705,1938,377.68,False
1000266,2025-01-21,2049,4411,1955,8.64,False
1000267,2025-01-30,5841,8920,637,239.28,False
1000268,2025-01-22,1172,5669,422,270.56,False
1000269,2025-01-26,769,1935,1144,36.45,False
1000270,2025-01-05,8473,165,1229,324.64,False
1000271,2025-01-16,8445,6889,819,71.09,False
1000272,2025-01-23,8185,1051,1636,192.87,False
1000273,2025-01-07,3006,5720,469,111.52,False
1000274,2025-01-11,6795,12077,1001,247.16,False
1000275,2025-01-04,6487,1201,736,197.68,False
1000276,2025-01-17,6154,1680,402,209.59,False
1000277,2025-01-09,1469,11345,248,178.53,False
1000278,2025-01-12,2866,3114,169,29.16,False
1000279,2025-01-28,1072,6919,1676,45.83,False
1000280,2025-01-21,7349,11967,895,121.84,False
1000281,2025-01-31,7330,11709,83,260.63,False
1000282,2025-01-14,845,1539,1918,356.83,False
1000283,2025-01-10,8315,6433,771,521.41,False
1000284,2025-01-27,5445,6026,716,8.92,False
1000285,2025-01-03,5458,9924,380,396.92,False
1000286,2025-01-04,442,7281,803,145.79,False
1000287,2025-01-17,5266,541,1691,83.71,False
1000288,2025-01-07,4703,5179,1440,141.84,False
1000289,2025-01-10,2486,5240,1239,261.15,False
1000290,2025-01-16,5910,3710,1095,478.4,False
1000291,2025-01-25,565,10087,965,299.28,False
1000292,2025-01-27,2552,3408,677,330.25,False
1000293,2025-01-08,7797,9145,454,315.89,False
1000294,2025-01-28,5115,14920,1591,10.44,False
1000295,2025-01-06,3226,7595,988,393.34,False
1000296,2025-01-26,5421,7800,1283,156.44,False
1000297,2025-01-15,7590,13230,1864,128.87,False
1000298,2025-01-09,7150,11792,1871,186.48,False
1000299,2025-01-10,1300,10671,807,272.21,False
1000300,2025-01-28,7635,1615,1857,6.98,False
1000301,2025-01-28,5278,6272,1160,302.13,False
1000302,2025-01-19,8690,2119,478,804.34,False
1000303,2025-01-25,940,2639,1426,157.81,False
1000304,2025-01-14,8344,7277,1387,152.75,False
1000305,2025-01-20,4469,9952,482,118.17,False
1000306,2025-01-25,4761,2867,1861,274.55,False
1000307,2025-01-17,3891,14878,1429,161.31,False
1000308,2025-01-14,1359,9556,790,8.05,False
1000309,2025-01-18,1036,6034,954,88.66,False
1000310,2025-01-23,2210,2757,706,598.79,False
1000311,2025-01-23,9633,2103,287,992.38,False
1000312,2025-01-31,4986,6815,317,194.12,False
1000313,2025-01-06,7442,4395,1264,531.33,False
1000314,2025-01-08,3215,4862,392,267.03,False
1000315,2025-01-19,9734,806,1537,98.99,False
1000316,2025-01-28,5065,12582,393,157.22,False
1000317,2025-01-20,7330,422,371,109.65,False
1000318,2025-01-06,5457,10202,1364,154.57,False
1000319,2025-01-26,2643,5338,81,102.45,False
1000320,2025-01-04,3988,677,712,268.8,False
1000321,2025-01-07,1370,2864,1870,25.84,False
1000322,2025-01-15,7130,2819,194,724.1,False
1000323,2025-01-18,8589,832,1242,4.28,False
1000324,2025-01-22,3884,10723,209,403.96,False
1000325,2025-01-14,2553,3892,1377,151.28,False
1000326,2025-01-10,2799,7383,1567,80.13,False
1000327,2025-01-05,9534,6043,1512,30.75,False
1000328,2025-01-13,370,10085,999,413.38,False
1000329,2025-01-10,7098,7076,1486,58.0,False
1000330,2025-01-20,2617,14982,1167,361.69,False
1000331,2025-01-05,3153,3750,614,44.58,False
1000332,2025-01-24,7226,8287,300,64.63,False
1000333,2025-01-22,9627,11508,1933,221.45,False
1000334,2025-01-26,3234,2603,1085,267.99,False
1000335,2025-01-06,3808,8170,1836,182.85,False
1000336,2025-01-24,1945,1548,620,28.03,True
1000337,2025-01-21,2904,11482,34,761.7,False
1000338,2025-01-16,6639,3790,1132,99.5,False
1000339,2025-01-21,3797,12992,1271,407.21,False
1000340,2025-01-14,1278,12953,550,367.6,False
1000341,2025-01-09,9203,4868,545,464.6,False
1000342,2025-01-08,2482,10115,419,164.02,False
1000343,2025-01-07,146,10817,1458,76.74,False
1000344,2025-01-29,1484,6719,1051,588.54,False
1000345,2025-01-10,8000,1164,380,25.55,False
1000346,2025-01-15,5296,8270,148,79.19,False
1000347,2025-01-14,8922,5082,197,103.26,False
1000348,2025-01-25,7388,10439,50,161.58,False
1000349,2025-01-05,4343,5475,261,1367.08,False
1000350,2025-01-15,7664,13938,620,236.48,False
1000351,2025-01-04,8112,7862,719,726.18,False
1000352,2025-01-12,2039,3782,1996,324.61,True
1000353,2025-01-12,4170,4382,1176,528.29,False
1000354,2025-01-17,1512,1696,19,330.5,False
1000355,2025-01-21,5682,6131,1708,173.88,False
1000356,2025-01-15,7331,6348,309,225.75,False
1000357,2025-01-06,3937,2940,1329,275.71,False
1000358,2025-01-22,5446,3392,1477,572.45,False
1000359,2025-01-15,2354,13370,1594,11.14,False
1000360,2025-01-22,8986,3996,1509,54.57,False
1000361,2025-01-26,7018,6094,774,200.16,False
1000362,2025-01-06,4234,9389,751,491.42,False
1000363,2025-01-27,6480,8759,1439,271.95,False
1000364,2025-01-14,93,11581,1887,87.22,False
1000365,2025-01-08,7779,3694,1381,81.67,False
1000366,2025-01-20,3762,2536,1972,183.12,False
1000367,2025-01-20,5635,7288,1651,70.15,False
1000368,2025-01-23,5249,11654,8,207.32,False
1000369,2025-01-21,7640,5518,931,343.91,False
1000370,2025-01-22,888,3891,47,72.51,False
1000371,2025-01-09,2184,13164,555,366.29,False
1000372,2025-01-06,8054,2987,1372,173.95,False
1000373,2025-01-25,2609,3965,1087,352.71,False
1000374,2025-01-05,2836,10557,567,570.09,False
1000375,2025-01-26,6576,8964,972,617.32,False
1000376,2025-01-02,6254,9229,859,70.7,False
1000377,2025-01-09,5326,13005,277,82.13,False
1000378,2025-01-03,3805,12134,1575,97.97,False
1000379,2025-01-15,4951,14636,189,30.12,False
1000380,2025-01-30,6004,2752,1976,220.41,False
1000381,2025-01-14,4551,12545,937,140.91,False
1000382,2025-01-18,7887,10145,83,202.09,False
1000383,2025-01-02,3919,2429,951,352.11,False
1000384,2025-01-25,7013,3754,211,47.8,False
1000385,2025-01-17,8100,668,1863,57.62,False
1000386,2025-01-28,6119,13848,269,689.07,False
1000387,2025-01-31,3163,3640,41,64.02,False
1000388,2025-01-23,1081,1187,1046,439.56,False
1000389,2025-01-18,8260,7869,1101,77.0,False
1000390,2025-01-21,8136,4769,1307,1104.38,False
1000391,2025-01-30,3142,5314,1640,574.13,False
1000392,2025-01-13,3258,8461,1275,30.37,False
1000393,2025-01-07,3154,572,1360,100.34,False
1000394,2025-01-22,8467,14446,398,737.13,False
1000395,2025-01-21,4904,4582,1763,43.2,False
1000396,2025-01-16,4702,2245,1104,70.67,False
1000397,2025-01-27,6408,5256,259,288.66,False
1000398,2025-01-08,2501,1262,1946,98.23,False
1000399,2025-01-12,3812,5977,218,196.73,False
1000400,2025-01-20,7177,13998,116,124.02,False
1000401,2025-01-23,339,6062,1258,122.43,False
1000402,2025-01-25,9251,687,1328,3.56,False
1000403,2025-01-20,6402,11890,1585,637.5,False
1000404,2025-01-24,5556,10744,218,78.0,False
1000405,2025-01-06,3210,13493,1574,120.8,False
1000406,2025-01-31,4967,10517,844,292.76,False
1000407,2025-01-08,7255,9639,1282,55.52,False
1000408,2025-01-10,3321,9648,678,16.45,False
1000409,2025-01-10,7887,9561,1437,62.35,False
1000410,2025-01-25,4169,14924,1283,440.83,False
1000411,2025-01-16,6048,8346,1197,21.76,False
1000412,2025-01-12,2593,7492,1018,492.2,False
1000413,2025-01-17,1064,10581,273,77.99,False
1000414,2025-01-05,7126,12131,102,21.17,False
1000415,2025-01-22,5909,6446,1394,134.65,False
1000416,2025-01-16,3457,3428,673,93.32,False
1000417,2025-01-01,3433,10660,468,174.92,False
1000418,2025-01-06,2081,4295,507,260.34,False
1000419,2025-01-14,2242,9540,1053,65.26,False
1000420,2025-01-13,6202,12267,390,804.09,False
1000421,2025-01-30,90,1047,1513,348.19,False
1000422,2025-01-21,9709,11567,1242,221.4,False
1000423,2025-01-29,3720,14897,1369,976.59,False
1000424,2025-01-06,4045,881,1768,68.53,True
1000425,2025-01-16,5593,5530,418,61.69,False
1000426,2025-01-22,6417,6510,1152,124.98,False
1000427,2025-01-31,1057,8808,1998,384.93,False
1000428,2025-01-10,6231,11355,371,759.19,False
1000429,2025-01-27,9439,6938,358,226.84,False
1000430,2025-01-11,3694,5862,1097,262.1,False
1000431,2025-01-24,9568,9554,1396,280.17,False
1000432,2025-01-02,3033,12434,896,301.93,False
1000433,2025-01-21,5598,12736,939,11.52,False
1000434,2025-01-26,1800,303,1020,265.87,False
1000435,2025-01-01,935,6577,129,461.9,False
1000436,2025-01-06,1564,2169,688,25.88,False
1000437,2025-01-21,3120,14426,524,162.72,False
1000438,2025-01-08,3109,12315,505,4.99,False
1000439,2025-01-15,378,594,144,241.8,False
1000440,2025-01-17,3562,7816,675,91.77,False
1000441,2025-01-18,2260,11344,338,355.35,False
1000442,2025-01-24,8156,12156,981,26.67,False
1000443,2025-01-19,3898,1884,866,204.0,False
1000444,2025-01-04,7560,1042,1352,583.72,False
1000445,2025-01-24,5752,13884,1782,139.94,False
1000446,2025-01-22,1185,2338,1875,271.65,False
1000447,2025-01-15,9575,8740,474,107.75,False
1000448,2025-01-27,9106,2293,511,50.78,False
1000449,2025-01-08,4019,2689,175,21.17,False
1000450,2025-01-28,4355,12567,1279,120.99,False
1000451,2025-01-10,1557,3968,482,566.87,False
1000452,2025-01-01,4213,6106,1879,78.04,False
1000453,2025-01-12,1893,3917,1053,856.64,False
1000454,2025-01-30,5109,232,1646,320.18,False
1000455,2025-01-03,4582,1293,1582,275.66,False
1000456,2025-01-22,8522,10675,1624,69.42,False
1000457,2025-01-17,6495,4018,754,301.72,False
1000458,2025-01-28,5479,14980,955,511.11,False
1000459,2025-01-28,3430,9105,895,563.16,False
1000460,2025-01-16,635,1210,1603,183.64,False
1000461,2025-01-25,904,13705,222,151.16,False
1000462,2025-01-04,7760,6403,404,191.51,False
1000463,2025-01-17,8674,11754,1506,42.86,False
1000464,2025-01-01,9002,11880,1359,149.16,False
1000465,2025-01-07,5685,11923,1853,1077.75,False
1000466,2025-01-05,2118,11445,1756,120.36,False
1000467,2025-01-29,9291,2685,1276,139.07,True
1000468,2025-01-28,9489,10503,1426,7.64,False
1000469,2025-01-10,4256,1032,1910,430.05,False
1000470,2025-01-31,7322,299,1773,3.74,False
1000471,2025-01-03,4498,13942,1027,336.69,False
1000472,2025-01-03,4290,6734,1364,351.14,False
1000473,2025-01-24,7588,5548,252,108.57,False
1000474,2025-01-05,7612,10961,283,126.93,False
1000475,2025-01-26,8800,9746,1264,217.54,False
1000476,2025-01-10,8737,12133,1150,20.85,False
1000477,2025-01-29,5329,14484,1020,550.82,False
1000478,2025-01-21,9425,4733,347,1279.19,False
1000479,2025-01-07,3674,12837,1328,71.91,False
1000480,2025-01-15,5155,1179,192,105.05,False
1000481,2025-01-16,4065,7300,810,3.2,False
1000482,2025-01-08,6378,5071,661,134.64,False
1000483,2025-01-18,8742,11552,1943,164.02,False
1000484,2025-01-09,9016,9691,1125,172.03,False
1000485,2025-01-24,319,11886,1081,150.98,False
1000486,2025-01-04,7197,11191,261,182.58,False
1000487,2025-01-05,7872,14518,878,68.95,False
1000488,2025-01-05,7555,11841,1961,225.73,True
1000489,2025-01-04,4492,2296,1643,183.75,False
1000490,2025-01-08,1395,1625,1254,129.6,False
1000491,2025-01-31,9570,4613,692,98.72,False
1000492,2025-01-05,5176,11250,896,6.26,False
1000493,2025-01-10,1295,4047,1875,255.22,False
1000494,2025-01-28,9289,12285,111,57.6,False
1000495,2025-01-29,8593,6445,760,771.84,False
1000496,2025-01-14,572,4292,1768,155.61,False
1000497,2025-01-28,3661,4817,946,193.4,False
1000498,2025-01-22,8872,3528,936,251.34,False
1000499,2025-01-03,3440,3570,1787,293.54,False
1000500,2025-01-22,2761,8393,1771,1.04,False
1000501,2025-01-22,4925,2154,643,21.36,False
1000502,2025-01-06,4642,1326,827,85.23,False
1000503,2025-01-12,3857,6849,1948,173.25,False
1000504,2025-01-24,7355,12325,326,95.91,False
1000505,2025-01-01,4751,8254,1265,212.28,False
1000506,2025-01-01,3637,7178,893,262.44,False
1000507,2025-01-06,4853,5116,614,50.5,False
1000508,2025-01-25,916,11895,1833,17.77,False
1000509,2025-01-08,7244,3697,1,306.27,False
1000510,2025-01-28,653,5969,601,2.81,False
1000511,2025-01-27,2334,14341,867,259.47,False
1000512,2025-01-29,9411,1053,397,240.43,False
1000513,2025-01-25,7533,13598,345,148.26,False
1000514,2025-01-01,9046,2421,252,108.22,False
1000515,2025-01-05,2918,12862,1134,146.15,False
1000516,2025-01-28,8977,8753,1716,119.42,False
1000517,2025-01-17,106,971,1801,11.55,False
1000518,2025-01-03,3969,7617,1939,97.91,False
1000519,2025-01-16,8629,8386,735,273.85,False
1000520,2025-01-06,6909,14300,997,687.92,False
1000521,2025-01-04,406,13846,1420,40.35,False
1000522,2025-01-20,4224,3482,1827,282.98,False
1000523,2025-01-21,6287,9839,1294,276.74,False
1000524,2025-01-11,8258,9443,39,581.13,False
1000525,2025-01-18,2978,2840,410,18.46,False
1000526,2025-01-29,4789,12879,365,299.38,True
1000527,2025-01-16,310,6594,1737,431.23,False
1000528,2025-01-05,5138,9993,1018,341.25,False
1000529,2025-01-26,8801,7536,1474,58.7,False
1000530,2025-01-10,2325,13149,230,49.56,False
1000531,2025-01-25,3699,13149,1198,169.1,False
1000532,2025-01-16,5330,14420,155,246.66,False
1000533,2025-01-29,3354,6081,1375,21.42,False
1000534,2025-01-24,377,3330,609,1198.84,False
1000535,2025-01-16,6695,583,1567,387.58,False
1000536,2025-01-28,9791,13402,1543,21.96,False
1000537,2025-01-31,7830,7440,455,3.85,False
1000538,2025-01-07,6251,1974,1163,73.14,False
1000539,2025-01-18,9879,6170,709,334.98,False
1000540,2025-01-04,3117,3239,91,1201.05,False
1000541,2025-01-08,8607,12762,1699,45.08,False
1000542,2025-01-21,8699,12180,413,285.0,False
1000543,2025-01-06,4226,6757,587,219.58,False
1000544,2025-01-25,3066,9578,212,62.53,False
1000545,2025-01-01,5112,9164,534,172.57,False
1000546,2025-01-14,1342,234,669,78.57,False
1000547,2025-01-22,6423,6667,1989,35.68,False
1000548,2025-01-27,9416,13986,713,13.87,False
