account_id,customer_id,account_type,account_status
775,4516,Credit,Active
776,5192,Current,Active
777,5775,Savings,Dormant
778,2622,Credit,Active
779,2094,Savings,Closed
780,9957,Current,Active
781,3177,Savings,Active
782,9325,Savings,Active
783,7485,Credit,Active
784,3571,Savings,Active
785,1067,Savings,Active
786,2147,Savings,Active
787,706,Current,Active
788,2359,Credit,Active
789,3535,Credit,Active
790,3813,Savings,Active
791,3769,Credit,Active
792,5979,Current,Active
793,2320,Current,Active
794,8164,Savings,Active
795,5222,Savings,Active
796,210,Current,Active
797,4835,Current,Active
798,2808,Current,Active
799,3963,Savings,Active
800,2391,Current,Active
801,5520,Savings,Active
802,4795,Current,Dormant
803,2445,Current,Active
804,8333,Credit,Active
805,8484,Current,Active
806,2865,Savings,Active
807,4178,Current,Active
808,2608,Credit,Active
809,3937,Current,Dormant
810,2918,Current,Active
811,2219,Current,Active
812,1798,Savings,Active
813,9169,Current,Active
814,8772,Current,Active
815,2574,Current,Dormant
816,2590,Credit,Active
817,3284,Savings,Active
818,9992,Savings,Active
819,1462,Credit,Active
820,4418,Savings,Active
821,714,Credit,Active
822,2424,Current,Active
823,7221,Savings,Active
824,1891,Current,Active
825,3568,Current,Active
826,5376,Savings,Active
827,9871,Current,Active
828,2148,Current,Active
829,9110,Credit,Active
830,1807,Savings,Active
831,4052,Current,Active
832,8752,Credit,Active
833,8821,Savings,Active
834,3763,Current,Active
835,9199,Current,Active
836,8241,Current,Active
837,6911,Current,Active
838,6174,Current,Active
839,2133,Savings,Active
840,6933,Savings,Active
841,1526,Credit,Dormant
842,329,Credit,Active
843,2658,Credit,Active
844,8780,Savings,Active
845,5973,Savings,Active
846,5369,Savings,Active
847,5972,Current,Active
848,3206,Savings,Active
849,6834,Savings,Active
850,6142,Current,Active
851,7533,Credit,Dormant
852,7908,Credit,Active
853,1599,Credit,Active
854,3852,Current,Active
855,7583,Current,Active
856,7824,Current,Active
857,4608,Savings,Active
858,9601,Credit,Active
859,5508,Current,Active
860,5935,Current,Closed
861,9204,Credit,Active
862,5569,Credit,Active
863,4660,Savings,Active
864,4399,Credit,Active
865,6243,Current,Active
866,9522,Savings,Active
867,6612,Credit,Dormant
868,6713,Savings,Active
869,2024,Current,Active
870,6177,Current,Active
871,4508,Current,Active
872,3186,Current,Active
873,7724,Savings,Active
874,196,Savings,Active
875,9983,Current,Dormant
876,1107,Savings,Dormant
877,2790,Current,Active
878,8731,Current,Active
879,4785,Credit,Active
880,719,Savings,Dormant
881,7077,Credit,Active
882,3996,Current,Active
883,306,Credit,Dormant
884,5431,Current,Active
885,8580,Current,Dormant
886,8917,Current,Dormant
887,8187,Savings,Active
888,2597,Current,Dormant
889,2436,Current,Active
890,8371,Savings,Active
891,1904,Savings,Active
892,9897,Current,Active
893,3384,Savings,Active
894,4176,Current,Closed
895,7182,Credit,Active
896,4543,Savings,Dormant
897,5492,Credit,Active
898,8288,Current,Active
899,1284,Savings,Active
900,248,Savings,Active
901,6643,Current,Active
902,982,Savings,Closed
903,4364,Savings,Active
904,1566,Savings,Active
905,2142,Credit,Active
906,736,Current,Active
907,449,Current,Dormant
908,7535,Current,Active
909,1836,Savings,Active
910,4716,Savings,Active
911,614,Savings,Dormant
912,9626,Current,Active
913,6235,Credit,Active
914,5629,Current,Active
915,877,Current,Dormant
916,9326,Credit,Active
917,672,Savings,Active
918,1631,Savings,Active
919,7440,Current,Active
920,361,Credit,Active
921,7374,Current,Active
922,3902,Current,Active
923,798,Credit,Active
924,1784,Credit,Active
925,7052,Savings,Dormant
926,67,Current,Active
927,5678,Credit,Active
928,2091,Credit,Active
929,6071,Credit,Active
930,5933,Credit,Active
931,8426,Current,Active
932,9415,Current,Active
933,1056,Current,Dormant
934,6257,Credit,Active
935,3348,Savings,Active
936,9362,Credit,Active
937,4102,Current,Active
938,7508,Current,Closed
939,8686,Current,Active
940,3180,Savings,Active
941,6215,Savings,Dormant
942,1364,Current,Active
943,7268,Credit,Active
944,1057,Current,Active
945,143,Current,Active
946,4832,Savings,Active
947,7800,Savings,Active
948,2265,Savings,Active
949,1925,Savings,Active
950,2482,Current,Active
951,6978,Credit,Active
952,7897,Current,Active
953,3126,Current,Active
954,9134,Credit,Active
955,9808,Current,Active
956,7051,Credit,Active
957,6012,Savings,Dormant
958,4151,Savings,Active
959,9664,Savings,Active
960,9251,Credit,Active
961,7005,Current,Closed
962,9199,Savings,Dormant
963,1221,Savings,Active
964,4662,Current,Active
965,4867,Savings,Dormant
966,1798,Savings,Active
967,5975,Credit,Active
968,2872,Current,Active
969,8706,Credit,Active
970,1618,Savings,Active
971,7006,Savings,Active
972,6072,Current,Active
973,4613,Savings,Active
974,3758,Credit,Active
975,2033,Credit,Active
976,8897,Current,Active
977,9866,Current,Dormant
978,4954,Savings,Active
979,4315,Current,Active
980,4664,Current,Active
981,9970,Savings,Active
982,7052,Savings,Active
983,5633,Credit,Active
984,5497,Credit,Dormant
985,893,Current,Active
986,972,Savings,Active
987,103,Current,Active
988,9300,Credit,Closed
989,6052,Current,Active
990,5146,Credit,Active
991,3247,Credit,Active
992,5855,Current,Active
993,3713,Credit,Active
994,3418,Credit,Active
995,6446,Savings,Active
996,5418,Current,Active
997,4152,Current,Active
998,6518,Current,Active
999,3660,Credit,Active
1000,9112,Credit,Active
1001,7507,Credit,Active
1002,4553,Current,Active
1003,5674,Savings,Active
1004,2158,Current,Active
1005,582,Current,Active
1006,796,Current,Active
1007,1884,Savings,Dormant
1008,6045,Current,Active
1009,9002,Savings,Active
1010,5221,Savings,Active
1011,573,Current,Active
1012,1207,Current,Closed
1013,3081,Current,Active
1014,2461,Credit,Active
1015,9934,Savings,Active
1016,4006,Current,Active
1017,4926,Savings,Dormant
1018,2614,Credit,Closed
1019,1716,Credit,Dormant
1020,5246,Current,Active
1021,1570,Savings,Active
1022,677,Credit,Active
1023,2514,Credit,Active
1024,8993,Savings,Active
1025,9334,Credit,Active
1026,3053,Savings,Active
1027,2032,Current,Active
1028,1509,Savings,Active
1029,9303,Current,Closed
1030,4330,Savings,Active
1031,913,Credit,Active
1032,5244,Current,Active
1033,5323,Savings,Active
1034,1056,Current,Active
1035,7631,Savings,Active
1036,7108,Savings,Active
1037,5671,Current,Active
1038,1751,Current,Active
1039,7576,Current,Active
1040,6388,Credit,Dormant
1041,3013,Savings,Active
1042,3429,Savings,Active
1043,6464,Current,Dormant
1044,5139,Savings,Active
1045,8549,Savings,Active
1046,6261,Savings,Dormant
1047,5256,Current,Active
1048,4392,Savings,Dormant
1049,7548,Savings,Active
1050,7323,Credit,Active
1051,9810,Credit,Active
1052,9816,Current,Active
1053,5225,Savings,Active
1054,9858,Savings,Dormant
1055,7952,Credit,Active
1056,9788,Current,Active
1057,1990,Current,Active
1058,8721,Savings,Active
1059,2605,Credit,Active
1060,2408,Credit,Active
1061,64,Credit,Active
1062,2813,Savings,Active
1063,4028,Savings,Active
1064,102,Savings,Active
1065,3136,Credit,Active
1066,1181,Current,Active
1067,5510,Savings,Active
1068,7531,Savings,Active
1069,2729,Current,Active
1070,7632,Current,Active
1071,8591,Credit,Active
1072,405,Savings,Active
1073,2874,Credit,Active
1074,3269,Savings,Active
1075,2695,Credit,Dormant
1076,2468,Credit,Active
1077,4316,Current,Active
1078,1922,Savings,Active
1079,3960,Current,Active
1080,6841,Current,Closed
1081,9733,Current,Active
1082,4849,Savings,Active
1083,7624,Credit,Active
1084,3369,Credit,Active
1085,7873,Savings,Closed
1086,680,Savings,Active
1087,7507,Credit,Active
1088,748,Credit,Active
1089,1322,Current,Active
1090,7928,Credit,Active
1091,3749,Current,Active
1092,5863,Credit,Active
1093,4790,Credit,Active
1094,534,Credit,Active
1095,1819,Current,Active
1096,2342,Current,Active
1097,6695,Credit,Active
1098,5007,Current,Active
1099,4546,Current,Active
1100,9661,Current,Dormant
1101,7228,Current,Active
1102,4908,Savings,Closed
1103,7979,Current,Active
1104,4486,Credit,Active
1105,1236,Current,Active
1106,9901,Credit,Active
1107,7656,Current,Active
1108,1146,Credit,Active
1109,7421,Savings,Active
1110,1476,Credit,Active
1111,2922,Current,Active
1112,5680,Current,Active
1113,7697,Credit,Active
1114,5416,Savings,Active
1115,4939,Current,Active
1116,1605,Current,Active
1117,5048,Credit,Active
1118,8744,Credit,Active
1119,8176,Savings,Active
1120,7620,Credit,Active
1121,6118,Current,Active
1122,7930,Credit,Active
1123,1837,Savings,Active
1124,5905,Savings,Closed
1125,6477,Current,Closed
1126,7274,Credit,Active
1127,9317,Current,Active
1128,1383,Savings,Active
1129,9963,Savings,Active
1130,3401,Credit,Closed
1131,8057,Credit,Active
1132,8227,Current,Active
1133,2205,Savings,Closed
1134,3345,Current,Active
1135,3015,Current,Active
1136,7920,Current,Active
1137,9973,Savings,Active
1138,1629,Credit,Active
1139,6765,Savings,Closed
1140,9522,Current,Dormant
1141,5746,Savings,Active
1142,9752,Current,Active
1143,8997,Current,Active
1144,1291,Credit,Active
1145,7011,Current,Active
1146,2587,Savings,Active
1147,6124,Credit,Closed
1148,4931,Credit,Closed
1149,2551,Credit,Active
1150,956,Credit,Active
1151,8772,Credit,Active
1152,1998,Savings,Active
1153,6984,Current,Active
1154,9858,Current,Active
1155,7130,Current,Active
1156,2131,Current,Active
1157,7210,Credit,Dormant
1158,6300,Current,Closed
1159,3741,Current,Active
1160,2501,Credit,Active
1161,9835,Credit,Active
1162,7452,Credit,Active
1163,5308,Current,Active
1164,6768,Credit,Active
1165,1498,Credit,Active
1166,8814,Savings,Active
1167,3145,Savings,Active
1168,9652,Current,Active
1169,8026,Credit,Active
