customer_id,age,gender,risk_category,signup_date
261,76,Male,Low,2024-06-30
262,71,Male,Low,2025-03-01
263,49,Female,Low,2021-12-21
264,49,Male,Medium,2025-11-17
265,41,Female,Low,2022-01-10
266,58,Male,Low,2025-08-17
267,69,Male,Low,2023-11-10
268,66,Male,Medium,2025-01-24
269,79,Male,Medium,2023-04-25
270,66,Male,Low,2023-10-21
271,75,Female,Low,2023-06-14
272,69,Male,Medium,2026-01-29
273,29,Female,High,2022-03-24
274,79,Male,Low,2021-12-22
275,56,Female,High,2025-09-02
276,19,Male,Low,2023-12-20
277,20,Female,Medium,2021-11-27
278,66,Female,Low,2025-11-28
279,54,Male,Low,2022-12-28
280,66,Male,Low,2025-03-08
281,73,Male,Medium,2023-08-17
282,34,Female,High,2023-08-10
283,76,Female,Low,2023-06-13
284,66,Male,Low,2023-08-24
285,19,Male,Low,2026-02-14
286,19,Female,Low,2023-12-03
287,45,Female,Low,2021-09-01
288,71,Male,Low,2026-01-04
289,40,Female,High,2024-05-29
290,54,Male,Low,2022-05-03
291,49,Male,Low,2022-05-11
292,50,Male,Low,2021-11-10
293,18,Female,Low,2023-05-29
294,36,Female,Medium,2022-08-08
295,79,Female,Low,2024-10-15
296,19,Female,Low,2023-03-31
297,70,Male,Low,2024-02-18
298,61,Female,Low,2025-03-18
299,43,Male,Low,2025-02-05
300,49,Male,Low,2023-06-18
301,23,Male,Low,2021-07-30
302,49,Female,Low,2026-02-11
303,72,Male,Low,2021-06-15
304,21,Male,Low,2025-10-08
305,72,Female,Low,2023-11-21
306,28,Male,Low,2023-03-16
307,73,Female,High,2022-12-29
308,76,Female,Low,2024-07-24
309,34,Female,Low,2023-09-29
310,55,Male,Low,2025-07-01
311,41,Female,Low,2025-07-15
312,22,Female,Low,2022-12-02
313,69,Female,Medium,2021-05-16
314,51,Female,Low,2024-10-16
315,23,Male,Low,2021-04-16
316,39,Female,Low,2024-03-30
317,28,Male,High,2024-02-11
318,65,Female,Low,2024-04-25
319,33,Male,Low,2021-08-29
320,50,Female,High,2023-05-25
321,26,Male,Medium,2021-12-25
322,77,Female,Medium,2021-08-08
323,76,Male,Low,2021-06-07
324,23,Male,Low,2024-06-19
325,33,Male,Low,2022-11-06
326,46,Female,Low,2024-09-01
327,20,Male,Low,2025-04-26
328,37,Male,Medium,2021-03-28
329,77,Male,Medium,2021-12-05
330,76,Male,Low,2025-04-04
331,53,Female,Low,2023-09-24
332,36,Male,Low,2024-08-22
333,43,Male,Medium,2024-09-19
334,20,Male,Low,2022-02-05
335,36,Female,Medium,2022-04-23
336,37,Male,Low,2021-07-26
337,49,Male,Low,2024-02-05
338,24,Male,Medium,2021-09-30
339,69,Male,Low,2021-11-04
340,58,Female,Low,2024-03-14
341,50,Male,Medium,2022-12-17
342,57,Male,Low,2022-05-12
343,56,Female,Low,2024-03-22
344,35,Female,Low,2022-03-25
345,57,Female,Low,2025-02-13
346,18,Male,Medium,2021-05-21
347,28,Female,Medium,2025-12-05
348,45,Male,Medium,2025-12-04
349,74,Female,Low,2022-09-23
350,42,Male,Low,2024-06-01
351,67,Female,Low,2023-11-28
352,40,Male,Medium,2022-10-21
353,48,Female,Low,2022-12-16
354,47,Male,Low,2025-06-14
355,59,Male,Medium,2025-02-22
356,52,Male,Low,2025-09-28
357,24,Male,Low,2022-08-13
358,77,Male,Low,2025-01-27
359,33,Male,Medium,2025-06-19
360,43,Male,Low,2021-07-19
361,65,Male,High,2025-03-13
362,74,Female,Low,2021-02-24
363,69,Male,High,2022-03-11
364,77,Male,Low,2024-02-29
365,66,Female,Low,2023-04-22
366,19,Male,Medium,2021-05-06
367,18,Female,Medium,2025-06-09
368,65,Male,Low,2024-05-07
369,79,Female,Medium,2022-06-10
370,29,Female,Medium,2023-08-27
371,22,Male,Low,2026-01-06
372,54,Female,Low,2022-04-24
373,49,Male,Medium,2021-09-04
374,76,Male,Low,2025-01-28
375,72,Male,Low,2024-02-04
376,26,Male,Medium,2022-05-30
377,58,Female,Low,2025-04-12
378,52,Male,Low,2023-03-03
379,36,Female,High,2021-10-30
380,65,Female,Low,2025-08-06
381,33,Male,Medium,2022-09-24
382,20,Male,Medium,2021-04-11
383,37,Male,Low,2021-08-17
384,41,Male,Low,2023-03-27
385,71,Female,Low,2023-08-26
386,73,Male,Low,2021-07-28
387,50,Female,Low,2025-10-04
388,41,Male,Low,2021-07-15
389,69,Male,Low,2024-03-31
390,28,Male,Low,2026-01-11
391,66,Male,Low,2023-09-25
392,25,Female,Low,2025-09-11
393,53,Female,Low,2022-05-30
394,55,Male,Low,2025-10-09
395,57,Female,Low,2021-03-02
396,37,Female,Low,2024-02-20
397,79,Male,Low,2025-11-05
398,52,Male,Medium,2023-07-05
399,65,Female,Low,2021-07-31
400,79,Female,Low,2021-09-10
401,42,Female,Low,2024-06-24
402,52,Female,Low,2024-12-08
403,42,Male,Low,2025-08-28
404,46,Male,High,2022-09-15
405,35,Female,Low,2022-10-24
406,63,Male,High,2023-10-30
407,35,Female,Low,2025-03-09
408,19,Female,Low,2021-06-19
409,71,Male,Low,2024-08-08
410,52,Female,Low,2024-01-19
411,33,Female,Low,2021-03-03
412,78,Male,Low,2021-05-10
413,58,Male,Low,2024-10-02
414,53,Female,Low,2023-09-30
415,50,Female,Low,2021-12-08
416,21,Male,Low,2023-09-06
417,50,Female,Low,2022-03-01
418,31,Female,Low,2024-04-22
419,38,Male,Medium,2021-05-09
420,65,Male,Low,2023-12-18
421,37,Male,Low,2024-02-01
422,73,Male,Low,2023-12-26
423,25,Male,Medium,2024-09-10
424,24,Male,Low,2022-09-03
425,20,Female,Low,2025-12-05
426,34,Female,Low,2022-05-08
427,50,Male,Low,2022-09-09
428,65,Male,Low,2022-07-01
429,29,Female,Low,2022-07-18
430,76,Female,Medium,2023-10-12
431,68,Female,Low,2024-01-09
432,39,Male,Low,2025-11-22
433,72,Male,Low,2024-05-19
434,39,Female,Low,2025-09-22
435,63,Male,Low,2023-04-16
436,47,Male,Low,2021-11-15
437,55,Male,Low,2021-08-18
438,55,Female,Low,2023-07-06
439,62,Female,Low,2023-01-11
440,68,Male,Low,2025-12-16
441,71,Male,Low,2024-06-25
442,25,Male,Low,2025-07-18
443,44,Male,High,2022-11-15
444,44,Male,Low,2021-11-03
445,51,Female,Low,2023-10-11
446,38,Male,High,2024-12-08
447,47,Male,Low,2024-07-03
448,50,Male,High,2021-06-16
449,45,Female,Low,2022-09-11
450,64,Female,Low,2023-05-06
451,50,Male,Low,2022-10-12
452,22,Female,Medium,2023-01-07
453,77,Female,Low,2022-08-22
454,78,Female,High,2024-04-09
455,65,Female,Low,2024-07-05
456,36,Female,Medium,2024-06-10
457,21,Female,Low,2025-08-15
458,52,Male,Low,2023-01-15
459,66,Female,High,2022-03-25
460,34,Female,High,2021-03-13
461,61,Male,Low,2025-02-22
462,45,Male,Low,2025-11-12
463,47,Male,Low,2022-12-29
464,46,Male,Low,2022-12-11
465,63,Female,Low,2024-06-01
466,70,Female,Low,2023-12-09
467,23,Female,Low,2023-10-29
468,52,Female,Medium,2023-02-03
469,77,Male,Low,2023-01-28
470,58,Female,Low,2022-03-16
471,54,Female,Low,2024-01-17
472,41,Male,Low,2021-11-09
473,46,Female,Low,2022-12-23
474,66,Female,Low,2025-12-18
475,63,Female,Low,2021-11-26
476,70,Female,Medium,2025-09-04
477,48,Male,Low,2022-05-22
478,52,Male,High,2023-04-16
479,77,Male,Medium,2022-03-22
480,50,Male,Medium,2023-03-13
481,69,Male,Low,2021-09-01
482,78,Female,Low,2025-11-20
483,38,Female,Low,2025-01-13
484,49,Male,Low,2023-10-18
485,40,Male,Low,2021-02-23
486,50,Male,Low,2026-02-14
487,20,Female,Low,2023-02-17
488,35,Male,Low,2022-09-07
489,42,Female,Low,2025-05-27
490,59,Female,High,2026-01-01
491,48,Female,Low,2021-11-23
492,71,Female,Low,2024-07-02
493,75,Male,Low,2024-01-16
494,20,Female,Medium,2024-11-11
495,57,Female,Low,2022-10-01
496,63,Male,Low,2021-04-04
497,41,Female,Low,2022-08-29
498,67,Female,Low,2024-07-21
499,49,Female,Low,2025-07-27
500,64,Male,Medium,2023-09-23
501,39,Female,Medium,2024-05-27
502,40,Female,Medium,2025-04-15
503,19,Male,Medium,2024-11-16
504,44,Male,Low,2025-06-08
505,59,Female,Medium,2022-10-13
506,19,Female,Low,2021-08-03
507,43,Male,Low,2023-02-13
508,34,Female,Low,2022-08-31
509,57,Male,Low,2024-02-14
510,50,Female,Low,2023-02-07
511,26,Male,Low,2023-01-18
512,60,Female,Low,2025-12-25
513,71,Male,Medium,2025-09-14
514,65,Male,Low,2023-08-10
515,56,Male,Low,2023-04-03
516,46,Male,Medium,2025-10-17
517,59,Male,Low,2023-06-30
518,72,Female,Medium,2024-01-28
519,43,Female,Low,2022-04-28
520,52,Male,High,2023-07-17
521,67,Female,Low,2023-11-26
522,42,Female,Low,2025-08-27
523,41,Female,Low,2021-06-03
524,30,Female,Low,2024-12-05
525,77,Female,High,2024-09-01
526,75,Female,Low,2022-05-06
527,24,Male,Low,2022-11-29
528,74,Female,Low,2024-01-23
529,53,Female,Medium,2025-07-16
530,62,Female,Low,2024-04-13
531,37,Male,High,2025-08-08
532,18,Female,Low,2022-11-15
533,25,Female,Low,2022-04-29
534,63,Female,Low,2021-08-18
535,33,Male,Medium,2024-12-07
536,31,Female,Medium,2025-12-27
537,29,Male,Low,2025-09-25
538,68,Female,Low,2023-03-11
539,40,Male,Medium,2024-05-21
540,32,Male,Low,2022-12-16
541,45,Male,Low,2021-06-10
542,51,Female,Low,2021-12-26
543,19,Male,Low,2022-11-14
544,49,Male,Low,2021-02-26
545,40,Male,Low,2024-07-06
546,39,Male,Low,2021-07-20
547,68,Female,Medium,2024-07-19
548,42,Female,Low,2024-02-28
549,75,Female,Medium,2021-05-17
550,79,Female,Low,2023-08-17
551,78,Male,Low,2024-01-07
552,39,Female,Low,2024-12-13
553,75,Male,Medium,2023-11-11
554,75,Female,Low,2024-03-18
555,39,Female,Medium,2023-04-15
556,66,Female,Low,2023-01-12
557,69,Male,Low,2022-05-05
558,59,Female,High,2025-07-08
559,23,Female,Low,2025-02-21
560,32,Female,Low,2024-07-21
561,71,Male,High,2025-09-02
562,60,Female,Low,2022-11-22
563,77,Female,Low,2025-08-23
564,54,Male,High,2021-10-09
565,50,Male,Low,2022-07-28
566,25,Female,Medium,2025-07-26
567,70,Female,Low,2024-10-18
568,77,Female,Medium,2022-08-14
569,61,Male,Low,2023-04-22
570,61,Male,High,2026-01-04
571,22,Male,Low,2024-04-01
572,56,Female,Low,2025-11-04
573,21,Male,Low,2021-04-19
574,23,Female,Low,2024-11-11
575,62,Male,Medium,2025-08-30
576,49,Male,Medium,2025-04-04
577,69,Male,Low,2023-09-26
578,47,Female,Medium,2021-12-31
579,64,Female,Low,2023-01-20
580,52,Female,Low,2024-01-20
581,72,Female,Low,2023-05-01
582,57,Male,Low,2024-12-27
583,69,Female,Low,2022-10-29
584,33,Male,Medium,2023-09-13
585,30,Female,Low,2024-01-11
586,67,Female,Low,2025-05-07
587,77,Male,Low,2023-12-19
588,59,Male,Medium,2023-04-05
589,47,Female,Low,2021-11-14
590,36,Female,Low,2021-05-29
591,34,Male,Low,2025-01-10
592,73,Male,Medium,2025-10-15
593,36,Male,Low,2026-01-13
594,45,Male,Medium,2023-10-27
595,75,Male,Low,2025-02-09
596,72,Female,Medium,2026-01-27
597,43,Female,Low,2021-06-03
598,54,Female,Low,2023-01-02
599,43,Female,Low,2021-03-25
600,70,Male,Low,2023-11-13
601,79,Male,Low,2021-11-23
602,40,Male,High,2026-02-18
603,26,Female,High,2025-09-15
604,29,Male,Medium,2025-02-15
605,70,Male,Low,2025-10-31
606,18,Female,Low,2022-07-29
607,75,Female,Low,2023-10-06
608,75,Female,Low,2025-03-04
609,18,Male,High,2021-02-24
610,64,Male,Low,2022-07-22
611,51,Female,High,2022-05-25
612,49,Female,Low,2025-05-04
613,79,Male,Medium,2022-05-12
614,71,Female,Low,2024-06-15
615,65,Male,Medium,2022-01-04
616,42,Female,Low,2021-06-25
617,57,Female,Low,2022-12-31
618,62,Female,Medium,2021-06-30
619,70,Male,Low,2022-10-29
620,18,Male,Low,2022-07-05
621,33,Female,Low,2023-11-13
622,78,Male,Low,2022-07-09
623,56,Female,Low,2023-08-12
624,22,Female,Low,2022-08-05
625,39,Male,Low,2021-09-29
626,46,Male,Low,2025-07-18
627,72,Male,Low,2024-08-19
628,20,Male,Low,2025-11-19
629,29,Female,Medium,2026-01-31
630,43,Male,Medium,2021-02-21
631,33,Male,Low,2024-07-21
632,68,Female,Low,2024-09-24
633,54,Female,Low,2022-08-13
634,39,Female,Medium,2024-12-14
635,74,Female,Low,2023-06-10
636,46,Male,Low,2021-03-09
637,31,Male,Low,2021-08-02
638,45,Female,Low,2023-02-26
639,22,Female,Low,2021-09-09
640,64,Male,Low,2023-11-20
641,66,Male,Low,2025-11-17
642,47,Male,Low,2022-01-03
643,63,Male,Low,2024-11-16
644,79,Male,High,2023-07-02
645,69,Female,Low,2021-06-27
646,22,Female,Low,2023-12-16
647,29,Female,Low,2021-08-06
648,33,Female,Low,2025-09-17
649,43,Male,Low,2025-07-17
650,43,Female,Low,2023-11-01
651,65,Male,Medium,2023-07-31
652,38,Male,Low,2025-02-17
653,56,Male,Low,2023-02-09
654,53,Male,Low,2021-07-06
655,50,Male,Low,2025-05-09
656,79,Male,High,2022-10-10
657,47,Male,Low,2025-02-27
658,54,Female,Low,2021-12-15
659,40,Male,Medium,2024-12-24
660,75,Female,Medium,2023-10-15
661,27,Female,Low,2025-07-30
662,71,Male,Low,2024-06-14
663,22,Male,Low,2023-01-07
664,53,Female,Low,2025-10-05
665,51,Female,Medium,2021-07-26
666,69,Female,Low,2026-01-08
667,48,Female,Low,2021-10-25
668,27,Male,Low,2024-08-14
669,75,Male,Low,2025-02-10
670,36,Male,Low,2021-11-13
671,75,Female,High,2025-01-22
672,49,Male,Low,2021-04-02
673,18,Female,Low,2024-03-07
674,73,Male,High,2021-04-14
675,22,Female,Low,2023-06-03
676,62,Male,Medium,2025-09-08
677,21,Male,Low,2023-12-28
678,33,Female,Low,2024-08-13
679,41,Female,Low,2024-11-12
680,33,Female,Medium,2025-08-15
681,72,Female,Low,2023-07-08
682,19,Female,Low,2023-01-06
683,66,Male,Medium,2023-10-03
684,45,Female,Low,2025-11-18
685,49,Male,Low,2021-10-24
686,44,Male,Low,2022-01-09
687,37,Male,Low,2022-07-01
688,41,Male,Low,2025-08-06
689,29,Male,Low,2024-12-28
690,67,Female,High,2022-10-03
691,52,Female,Medium,2024-08-29
692,77,Male,Low,2023-11-18
693,50,Male,Medium,2022-08-05
694,50,Female,Low,2024-10-16
695,78,Female,Low,2024-08-18
696,68,Male,Low,2022-10-09
697,60,Female,Low,2022-02-06
698,54,Female,Medium,2023-11-20
699,29,Female,Low,2024-10-22
700,20,Male,Low,2024-01-19
701,18,Female,Low,2021-09-09
702,50,Male,Low,2023-01-29
703,57,Male,Low,2022-07-26
704,27,Male,Low,2021-07-20
705,60,Male,Low,2022-04-27
706,61,Male,Medium,2023-01-23
707,46,Female,Low,2023-02-19
708,30,Male,Low,2022-04-25
709,29,Male,Low,2021-09-09
710,48,Male,Medium,2022-02-04
711,63,Female,Low,2022-09-13
712,19,Female,Medium,2021-12-08
713,78,Female,High,2025-11-22
714,68,Female,High,2021-07-10
715,67,Female,Medium,2023-11-22
716,52,Female,Medium,2022-05-23
717,40,Female,Low,2025-05-22
718,34,Male,Medium,2024-07-17
719,43,Male,Low,2025-12-28
720,25,Female,High,2024-03-21
721,46,Male,Low,2023-01-23
722,43,Male,Low,2023-10-26
723,27,Female,Low,2024-04-07
724,43,Male,Low,2024-09-01
725,79,Male,Low,2025-04-08
726,51,Female,Low,2025-11-08
727,68,Male,Medium,2023-12-08
728,58,Female,Low,2021-05-24
729,24,Female,Low,2025-01-17
730,21,Male,Medium,2025-01-19
731,75,Male,Low,2024-08-28
732,70,Male,Low,2023-01-08
733,67,Female,Low,2023-09-28
734,62,Female,Medium,2025-06-28
735,28,Female,Low,2022-12-05
736,46,Male,Low,2024-09-19
737,73,Male,Low,2023-01-13
738,53,Female,Low,2023-07-21
739,42,Male,Low,2021-12-26
740,38,Male,High,2024-01-23
741,78,Female,Medium,2023-10-26
742,74,Female,Low,2024-11-12
743,53,Male,Low,2022-12-12
744,27,Female,Medium,2021-04-11
745,54,Male,Low,2025-06-04
746,26,Female,Low,2023-05-02
747,41,Female,Low,2025-08-10
748,52,Female,Low,2023-11-04
749,66,Male,High,2025-09-03
750,52,Male,Low,2021-09-25
751,65,Female,Low,2022-12-26
752,53,Female,Low,2022-03-28
753,35,Female,Medium,2021-03-05
754,66,Male,Low,2025-10-30
755,56,Female,Low,2024-03-05
756,49,Female,Low,2025-10-09
757,41,Female,Low,2022-09-16
758,40,Female,Low,2021-12-12
759,79,Male,Low,2024-09-29
760,49,Male,Low,2026-02-13
761,54,Female,Low,2024-08-20
762,29,Male,High,2022-01-17
763,66,Male,Low,2025-08-03
764,72,Male,Low,2023-05-25
765,30,Female,Low,2024-07-16
766,40,Male,Low,2023-10-15
767,42,Male,Low,2022-08-14
768,52,Male,High,2024-07-12
769,58,Female,Medium,2025-09-23
770,47,Female,Low,2024-09-08
771,34,Male,Low,2025-01-26
772,66,Male,Low,2023-06-13
773,79,Female,Low,2024-05-10
774,37,Female,Low,2025-05-09
775,65,Male,Low,2024-01-05
776,42,Male,High,2021-03-27
777,39,Female,Low,2025-07-11
778,30,Female,Low,2024-07-09
779,76,Male,Medium,2022-12-22
780,36,Female,Low,2024-02-04
781,66,Male,Low,2022-09-20
782,53,Male,Low,2024-06-10
783,29,Male,Low,2024-02-17
784,78,Female,High,2023-06-16
785,58,Male,High,2023-02-15
786,36,Male,High,2023-01-13
787,29,Female,Medium,2025-02-15
788,26,Female,Low,2024-03-03
789,24,Male,High,2023-07-05
790,45,Male,High,2024-09-08
791,31,Female,Low,2024-03-24
792,48,Female,Low,2025-11-23
793,69,Female,Low,2021-08-12
794,36,Male,Low,2026-02-18
795,75,Male,Low,2022-04-24
796,64,Male,High,2021-03-22
797,33,Female,High,2025-08-12
798,70,Male,Low,2023-12-14
799,22,Female,Low,2022-11-21
800,52,Male,Medium,2021-06-15
801,29,Female,Low,2024-06-26
802,42,Male,Low,2021-04-19
803,69,Male,Medium,2024-01-17
804,76,Female,Medium,2025-03-16
805,38,Female,High,2025-12-12
806,53,Male,Low,2026-02-19
807,70,Female,Low,2024-02-27
808,40,Female,High,2025-10-28
809,33,Male,Low,2023-05-27
810,74,Female,Medium,2025-02-03
811,56,Male,Low,2021-11-13
812,62,Male,Low,2023-11-14
813,70,Female,Low,2025-11-17
814,59,Female,Low,2021-04-23
815,75,Male,High,2023-01-16
816,56,Male,Low,2023-07-21
